2016   1  0   -2.8   22.7  -4.9  -0.2 -14.2  15.0  463.   1.5   1.1   1.8   37966.
2016   1  1   -2.8   22.8  -5.7   0.6 -13.4  14.6  451.   1.6   3.0   0.7   38059.
2016   1  2   -2.8   22.8  -4.5   0.3 -13.1  13.9  450.   1.5   3.3   1.0   34476.
2016   1  3   -2.8   22.8  -2.9  -2.2 -12.9  13.5  434.   0.6   7.6   1.5   23593.
2016   1  4   -2.8   22.9  -3.0  -1.8 -12.6  13.1  430.   0.3   6.4   0.8   15589.
2016   1  5   -2.8   22.9  -3.3   1.5 -11.3  12.0  436.   0.8   4.4   1.5   48755.
2016   1  6   -2.8   23.0  -3.6   8.0  -4.4  10.1  446.   5.2   1.9   2.6  131851.
2016   1  7   -2.8   23.0  -3.2   4.0  -9.4  10.9  435.   1.5   2.3   1.4   50148.
2016   1  8   -2.9   23.1  -4.0   3.8  -8.4  10.1  431.  -1.6   1.1   1.8  112580.
2016   1  9   -2.9   23.1  -6.1   6.3  -4.0  10.0  455.  -5.0  -1.0   1.2  202734.
2016   1 10   -2.9   23.1  -6.2   7.9  -0.1  10.2  440.  -5.3  -1.8   0.9  159184.
2016   1 11   -2.9   23.2  -3.1   7.5   3.9   9.5  427.  -6.5  -3.0   1.2  152388.
2016   1 12   -2.9   23.2  -1.3   6.7   5.0   9.2  414.  -7.1  -4.0   2.1  138737.
2016   1 13   -2.9   23.3  -5.4   7.2  -1.6   9.6  413.  -1.9  -1.3   1.5   58280.
2016   1 14   -2.9   23.3  -6.5   6.0  -1.4   9.1  416.  -1.5  -0.8   1.6   68675.
2016   1 15   -2.9   23.4  -7.1   5.3  -1.6   9.1  423.  -2.1  -1.7   2.3   50694.
2016   1 16   -2.9   23.4  -6.8   5.7   0.3   8.9  422.  -1.0  -0.5   2.1   65891.
2016   1 17   -2.9   23.4  -5.2   6.0  -1.1   8.2  415.  -2.4   1.1   2.1   26457.
2016   1 18   -2.9   23.5  -5.7   5.6  -0.5   8.0  410.  -1.2   2.0   2.0   24202.
2016   1 19   -2.9   23.5  -5.3   4.6  -0.7   7.2  423.   0.5   1.5   3.8   43245.
2016   1 20   -2.9   23.6  -4.4   2.9  -0.3   5.6  428.   0.5   0.6   6.9   53276.
2016   1 21   -2.9   23.6  -4.5  -0.2   0.1   4.9  444.   1.6  -0.4   9.4   79789.
2016   1 22   -2.9   23.6  -4.3   3.1   1.3   5.4  434.   2.0   0.1   7.5   87488.
2016   1 23   -2.9   23.7  -3.1   6.7   1.3   7.8  438.   1.6   0.9   3.9   44152.
2016   2  0   -2.9   23.7  -3.8   5.5   1.4   6.8  434.   1.3  -0.1   5.9   59688.
2016   2  1   -2.9   23.8  -1.8   1.3  -0.1   4.3  445.   2.7   1.0  11.6   71863.
2016   2  2   -2.9   23.8  -6.0   7.4  -2.0   9.8  439.   1.8   2.8   1.8   22264.
2016   2  3   -2.9   23.9  -5.1   8.1   0.5   9.6  443.   3.1   3.0   1.5   21411.
2016   2  4   -3.0   23.9  -8.1   2.2   0.2   9.2  415.   1.9   1.8   2.6   21213.
2016   2  5   -3.0   23.9  -6.9   3.9  -1.8   8.7  430.   1.4   1.8   4.4   30010.
2016   2  6   -3.0   24.0  -4.5   5.2  -2.4   7.4  457.   1.5   0.3   7.7   32085.
2016   2  7   -3.0   24.0  -2.8   4.6  -0.3   6.3  462.  -0.3   0.4   7.5   49662.
2016   2  8   -3.0   24.1  -2.4   4.0  -2.2   5.6  466.   0.1   0.0   8.2   73426.
2016   2  9   -3.0   24.1  -3.4   3.3  -2.9   5.8  468.   0.0  -0.4   9.5   44253.
2016   2 10   -3.0   24.2  -2.9   3.5  -0.6   4.9  474.  -0.2  -0.3  10.7   55719.
2016   2 11   -3.0   24.2   0.2  -0.2   0.9   3.4  489.   0.3  -1.6   8.2   92633.
2016   2 12   -3.0   24.2  -0.0   4.0   0.2   5.5  491.   0.1  -2.3   7.4   86002.
2016   2 13   -3.0   24.3   2.7  -0.9  -0.8   4.5  479.   1.2  -2.5   7.4  124463.
2016   2 14   -3.0   24.3   1.6   1.7   1.9   4.5  475.  -0.8  -3.3   6.8  117877.
2016   2 15   -3.0   24.4   3.7  -2.3  -2.7   5.5  473.   1.2  -0.4   6.4  103593.
